37.3614,-1.79185,KASIMBA MEDICAL CLINIC,EASTERN,MAKUENI,KILUNGU,KIKOKO,KISEKINI,GPS,6,PRIV,04cf2c79-9e10-4da4-8545-c537015ef5c3
38.166086,-2.680387,KATWANDETO MEDICAL CLINIC,EASTERN,MAKUENI,TSAVO WEST,TSAVO WEST,TSAVO WEST N. PARK,ILRI MKT CENTRE,6,PRIV,3008fba8-cf60-4436-8a3a-eeb4cf63f204
37.36,-1.90015,KAYATTA MEDICAL CLINIC,EASTERN,MAKUENI,KASIKEU,KASIKEU,WATHINI,GPS,6,PRIV,42a29240-db51-44b6-84d5-b4f2aa60278f
37.7195,-2.20742,KIBOKO MEDICAL CLINIC,EASTERN,MAKUENI,MAKINDU,KIBOKO,KAASUVI,GPS,6,PRIV,da5dcef2-833f-4e18-8643-2a957cd4c523
37.9669,-2.40764,KIBWEZI HEALTHCARE,EASTERN,MAKUENI,KIBWEZI,KIKUMBULYU,MIKUYUNI(MAKUENI),GPS,6,PRIV,52219f3b-7dd2-42ea-98b0-0f293f255b17
37.9639,-2.40877,KIBWEZI MEMORIAL CLINIC,EASTERN,MAKUENI,KIBWEZI,KIKUMBULYU,MIKUYUNI(MAKUENI),GPS,6,PRIV,e54db9cb-0683-4191-b9fd-0e88b376ffaf
37.4225,-1.94662,KILIMANI MEDICAL CLINIC,EASTERN,MAKUENI,MBITINI,MUTYAMBUA,KATANI(MAKUENI),GPS,6,PRIV,513cb0c4-30fc-4781-87da-a49a637bba68
37.57,-1.65,KISAU MEDICAL CLINIC,EASTERN,MAKUENI,KISAU,KISAU,MANGANI,ILRI VILLAGES,6,PRIV,a9a1befb-9dea-40b4-8506-4f0133e25a9a
38.074,-2.59203,KWENYA MEDICAL CLINIC,EASTERN,MAKUENI,MTITO ANDEI,NZAMBANI,MUTHINGIINI,GPS,6,PRIV,76db13f4-0d39-4a15-8ebf-85757e10ef1c
38.0489,-2.70457,KWENYU MEDICAL CENTRE,EASTERN,MAKUENI,MTITO ANDEI,NTHONGONI,MANGELETE,GPS,6,PRIV,62dfdd11-a124-4d35-a681-67fb831797e7
37.9959,-2.4779,KWITU MEDICAL CLINIC,EASTERN,MAKUENI,KIBWEZI,KINYAMBU,KINYAMBU,GPS,6,PRIV,773b1742-5c41-4888-ba3a-cc8b72c4800f
37.8192,-2.27686,LA NINA MEDICAL CLINIC,EASTERN,MAKUENI,MAKINDU,MAKINDU,MANYATTA(MAKUENI),GPS,6,PRIV,24b78938-e185-42a6-947e-327e00835ec0
38.0296,-2.52222,MAIANI MEDICAL CLINIC,EASTERN,MAKUENI,KIBWEZI,UTITHI,UTITHI,GPS,6,PRIV,2e26d430-1227-430f-ba6c-891c1fb0c069
37.5219,-1.87517,MAIANI MEDICAL CLINIC,EASTERN,MAKUENI,MATILIKU,KALAMBA,KALAMBA(MAKUENI),GPS,6,PRIV,7fdcacf5-2877-4db0-ba51-9c6cba4e34b0
37.8215,-2.2777,MAKINDU MEDICAL CENTRE,EASTERN,MAKUENI,MAKINDU,MAKINDU,MANYATTA(MAKUENI),GPS,6,PRIV,2c888161-2600-4282-8283-332f0fb4b044
37.821777,-2.279365,MAKINDU MEDICAL CLINIC,EASTERN,MAKUENI,MAKINDU,MAKINDU,MANYATTA(MAKUENI),ILRI MKT CENTRE,6,PRIV,0ba8f95c-11c4-4d12-aa15-6815d5a60c9e
37.8205,-2.28082,MAKINDU SIKH HOSPITAL,EASTERN,MAKUENI,MAKINDU,MAKINDU,KIU,GPS,5,PRIV,8412df46-757d-42aa-a78e-a10cd9b1b0ce
37.4462,-1.97068,MAMBO CLINIC,EASTERN,MAKUENI,MBITINI,MUTYAMBUA,MUTYAMBUA,GPS,6,PRIV,b2495ac1-7e32-4bf3-b3d3-5087d631d3bf
37.966932,-2.40725,MASONGA MEDICAL CLINIC,EASTERN,MAKUENI,KIBWEZI,KIKUMBULYU,MIKUYUNI(MAKUENI),ILRI MKT CENTRE,6,PRIV,49aa5638-b9b3-4f3f-bbe7-a2a9ce12c248
37.432895,-1.63382,MBOONI MEDICAL SERVICES,EASTERN,MAKUENI,MBOONI,MBOONI,NZEVENI,1:50000 MAPS,6,PRIV,6c6df924-ccff-48fd-8a56-dff337978888
37.5605,-1.61991,MBUMBUNI MEDICAL SERVICES,EASTERN,MAKUENI,KISAU,KISAU,MUTHWANI(MAKUENI),GPS,6,PRIV,2e8a6481-16b1-4a68-a3ad-aef99a533dcf
37.3854,-1.94455,MEMORIAL CLINIC,EASTERN,MAKUENI,KASIKEU,KASIKEU,KASIKEU,GPS,6,PRIV,2d099c6c-333b-41c2-b2f0-94bf49bdac7f
38.02,-2.68,MTITO ANDEI GENERAL MEDICAL CENTRE,EASTERN,MAKUENI,MTITO ANDEI,NTHONGONI,MANGELETE,ILRI VILLAGES,6,PRIV,d6f5f6ee-f1c9-4442-80dc-fadaa9afa406
38.1643,-2.68686,MTITO ANDEI MEDICAL CLINIC,EASTERN,MAKUENI,TSAVO WEST,TSAVO WEST,TSAVO WEST N. PARK,GPS,6,PRIV,65c40ec9-9751-4268-a2c8-2a3b0168a561
37.47,-1.68,MUKIO MEDICAL CLINIC,EASTERN,MAKUENI,MBOONI,KITHUNGO,UVUU,ILRI VILLAGES,6,PRIV,72f617c0-7b8c-47ad-82d3-4ef5326aa618
37.4702,-2.07819,MUSAU MEDICAL CLINIC,EASTERN,MAKUENI,MBITINI,EMALI,EMALI(MAKUENI),GPS,6,PRIV,6df8b002-1cc8-440e-b45c-ef81dd2be2f4
38.1527,-2.41098,MUTHEU EDEL MEDICAL CLINIC,EASTERN,MAKUENI,KIBWEZI,MASONGALENI,ULILINZI,GPS,6,PRIV,e94c9e9a-1a07-4d6f-858f-df13a230a92b
37.438,-2.01044,NDAUNI MEDICAL CLINIC,EASTERN,MAKUENI,MBITINI,KAVUTHU,MASUE,GPS,6,PRIV,acd9bf90-7b2b-44b2-b7c0-82690af4a921
38.1154,-2.58462,NEEMA MEDICAL CLINIC,EASTERN,MAKUENI,MTITO ANDEI,KAMBU,KAMBU,GPS,6,PRIV,efafa92b-87fe-488f-a87c-41acf7b7b8c8
38.1409,-2.66496,NEW IVIGONI CLINIC,EASTERN,MAKUENI,MTITO ANDEI,MTITO-ANDEI,KATHEKANI,GPS,6,PRIV,a417bc70-18be-43bf-b467-da472f47394e
37.3064,-1.94972,NGOKOMI MEDICAL CLINIC,EASTERN,MAKUENI,KASIKEU,KIOU,KIOU,GPS,6,PRIV,b0457ca4-5d2d-4110-be1f-bea634ec2cb1
37.3617,-1.79224,NUNGUNI NURSING CLINIC,EASTERN,MAKUENI,KILUNGU,KIKOKO,KISEKINI,GPS,6,PRIV,76565fb3-41a8-49fc-9a8d-ce4692bd9170
37.5367,-1.81612,NZIU CLINIC,EASTERN,MAKUENI,MATILIKU,KALAMBA,NZIU,GPS,6,PRIV,183ed024-3e18-47b2-9bbe-a80fb76a2ebb
37.5597,-1.62143,OUR LADYOF MERCY CLINIC,EASTERN,MAKUENI,KISAU,KISAU,MUTHWANI(MAKUENI),GPS,6,PRIV,4b676415-689a-4b09-8d5c-3dbf1bd3cf7f
37.8213,-2.28071,POA AMANI MEDICAL CLINIC,EASTERN,MAKUENI,MAKINDU,MAKINDU,MANYATTA(MAKUENI),GPS,6,PRIV,563ec6b1-7e1b-4364-b204-556b3ddb80ed
37.5616,-1.61789,PONYA MEDICAL CLINIC,EASTERN,MAKUENI,KISAU,KISAU,MUKIMWANI,GPS,6,PRIV,d514df2b-f2ca-4980-895d-604b7c44fa55
37.7314,-1.91219,PONYA MEDICAL CLINIC &LAB,EASTERN,MAKUENI,KATHONZWENI,KATHONZWENI,ITUKA,GPS,6,PRIV,33520626-89c7-4ebc-b2c5-883596517ece
37.6273,-1.7803,PONYA SURGERY,EASTERN,MAKUENI,WOTE,WOTE,KAMUNYOLO,GPS,6,PRIV,d01924ae-2037-4b0c-a6cc-02a3d1ca806e
37.3709,-2.01541,RAMOGI CHARITY MEDICAL CLINIC,EASTERN,MAKUENI,KASIKEU,KIOU,SULTAN HAMUD(MAK),GPS,6,PRIV,d4e0f374-bb35-495a-a10b-a70622abf7b8
37.2571,-1.84969,SALAMA MEDICAL CLINIC,EASTERN,MAKUENI,KILOME,KIIMA-KIU,NGAAMBA,GPS,6,PRIV,97e4645e-48cd-4e84-9d9d-7ee9a0228663
37.632,-1.78241,SHAMMAH HOSPITAL,EASTERN,MAKUENI,WOTE,WOTE,KAMUNYOLO,GPS,5,PRIV,4579b9a6-a042-4581-a593-7479287e4c35
37.6276,-1.78311,SHIMO HEALTH SERVICES,EASTERN,MAKUENI,WOTE,WOTE,UNOA,GPS,6,PRIV,90cd06cd-ae33-46ee-80e6-62346b61e693
37.3828,-1.94549,SMD CLINIC,EASTERN,MAKUENI,KASIKEU,KASIKEU,KASIKEU,GPS,6,PRIV,4644802e-1647-40a9-acaa-e11ef58e4147
38.031,-2.52066,ST LUKES JAMII MEDICAL CLINIC,EASTERN,MAKUENI,MTITO ANDEI,NGWATA,MUKANGE,GPS,6,PRIV,f282c5b2-24c9-4614-a9af-f5463145ace4
38.0485,-2.70383,ST.  MICHAEL MEDICAL AND FAMILY HEALTH CENTRE,EASTERN,MAKUENI,MTITO ANDEI,NTHONGONI,MANGELETE,GPS,6,PRIV,8a0d4715-2c93-49e6-8d76-7f83b7e80e94
37.9959,-2.48046,ST. ALLENS MEDICAL CLINIC,EASTERN,MAKUENI,KIBWEZI,KINYAMBU,KINYAMBU,GPS,6,PRIV,f676a827-316a-45a6-b9c5-31388e688abb
38.0147,-2.32289,ST. ANDREW'S MEDICAL CLINIC,EASTERN,MAKUENI,KIBWEZI,KIKUMBULYU,KATHYAKA,GPS,6,PRIV,60020cfe-0810-4285-9196-84890bc77133
37.2561,-1.84756,ST. FRANCIS OF ASSISSI,EASTERN,MAKUENI,KILOME,KIIMA-KIU,KIIMA-KIU,GPS,6,PRIV,2abd3213-12eb-49ff-a10b-17abbf065cd4
37.7175,-2.20852,ST. MARTIN CLINIC,EASTERN,MAKUENI,MAKINDU,KIBOKO,KAASUVI,GPS,6,PRIV,cb84679c-9103-41d5-90b8-d2dc5cee4a53
38.0282,-2.52149,ST. MARTIN'S MEDICAL CLINIC,EASTERN,MAKUENI,KIBWEZI,UTITHI,UTITHI,GPS,6,PRIV,a07dc198-e3b7-4ef4-adac-6902371b659d
38.1651,-2.68907,ST. MICHAEAL'S MEDICAL AND FAMILY HEALTH CARE,EASTERN,MAKUENI,TSAVO WEST,TSAVO WEST,TSAVO WEST N. PARK,GPS,6,PRIV,b43882cb-3e3c-4abb-b0b1-2608f2b309d5
38.1493,-2.68814,SULEIMAN FARUK MEDICAL CENTRE,EASTERN,MAKUENI,MTITO ANDEI,NTHONGONI,MANGELETE,HD MAPS,6,PRIV,f348bac7-fc50-4cc9-bb80-d0c2b6c28822
37.3716,-2.01535,SULTAN HAMUD X-RAY CLINIC,EASTERN,MAKUENI,KASIKEU,KIOU,SULTAN HAMUD(MAK),GPS,6,PRIV,2f5a5805-326d-4cd9-8eae-7a567ed6f754
37.46036,-1.554955,TAWA HEALTH CLINIC,EASTERN,MAKUENI,KISAU,KITETA,KIAMBWA,1:50000 MAPS,6,PRIV,d182a626-093a-44fa-a073-feeb7771ec30
37.827,-2.27133,THE ARK HEALTH SERVICES,EASTERN,MAKUENI,MAKINDU,MAKINDU,MANYATTA(MAKUENI),GPS,6,PRIV,d6c8d9da-2d76-44bb-8c67-074005c531ba
37.623435,-1.800134,THE VIGILANT HEALTH CARE,EASTERN,MAKUENI,WOTE,WOTE,UNOA,ILRI MKT CENTRE,6,PRIV,19f1fd48-ce0e-4a4f-9df5-4bb51549be48
37.4,-1.8,THOME MEDICAL CLINIC,EASTERN,MAKUENI,KILUNGU,KIKOKO,KALONGO,ILRI VILLAGES,6,PRIV,c51d6f7f-ccc4-4e65-bc01-400af76c5994
37.6267,-1.77821,TOWNSHIP MEDICAL CLINIC,EASTERN,MAKUENI,WOTE,WOTE,KAMUNYOLO,GPS,6,PRIV,df23d583-180b-4b14-a0a0-cf344083a9a2
37.6264,-1.77888,TRINITY MEDICAL CENTRE,EASTERN,MAKUENI,WOTE,WOTE,KAMUNYOLO,GPS,6,PRIV,bbb4476c-c83a-4c26-a53f-a3c53776d289
38.166,-2.68877,UMOJA MEDICAL CLINIC,EASTERN,MAKUENI,TSAVO WEST,TSAVO WEST,TSAVO WEST N. PARK,GPS,6,PRIV,4d8e58a5-0154-4818-8445-8c133e1b9da0
38.0816,-2.50968,"UNIQUE MEDICARE, KATIVANI",EASTERN,MAKUENI,MTITO ANDEI,NGWATA,MUKANGE,GPS,6,PRIV,8d389955-080f-44e3-b9b4-dce45053035e
37.2582,-1.84998,USALAMA MEDICAL CLINIC,EASTERN,MAKUENI,KILOME,KIIMA-KIU,KIIMA-KIU,GPS,6,PRIV,5f210b6e-f4a3-4c7f-9470-2b746b7d5214
37.9661,-2.40876,VUMILIA MEDICAL CLINIC,EASTERN,MAKUENI,KIBWEZI,KIKUMBULYU,MIKUYUNI(MAKUENI),GPS,6,PRIV,a84a23f9-b4cd-4e97-bd03-e14f1d101cb5
37.3483,-1.80604,WALTER MUOKI MEMORIAL CLINIC - KILOME,EASTERN,MAKUENI,KILOME,MUKAA,KILOME,GPS,6,PRIV,774239f9-d042-4884-9e3d-72417238749f
37.8254,-2.27299,WAYSIDE MEDICAL CLINIC,EASTERN,MAKUENI,MAKINDU,MAKINDU,MANYATTA(MAKUENI),GPS,6,PRIV,f0819683-d587-4884-876c-e9001dc0f4b6
37.5535,-1.76843,WESTVIEW MEDICAL CLINIC,EASTERN,MAKUENI,KAITI,KILALA,KILALA(MAKUENI),GPS,6,PRIV,2956df4c-1178-4225-99a4-0922f9c74388
37.6272,-1.77866,WOTE HEALTH CLINIC,EASTERN,MAKUENI,WOTE,WOTE,KAMUNYOLO,GPS,6,PRIV,55175f25-d379-4c7d-badc-26faf6817fa0
37.6237,-1.77974,WOTE MEDICAL SERVICES,EASTERN,MAKUENI,WOTE,WOTE,UNOA,GPS,6,PRIV,dda4bd21-a5e6-4214-927e-d40e1a793a2a
37.983,2.331,BRAVO MEDICAL CLINIC,EASTERN,MARSABIT,CENTRAL,MOUNTAIN,MARSABIT TOWNSHIP,DHMT,6,PRIV,cb6410b7-8c97-4f28-8957-298d0d88962d
37.983,2.331,FAMILY CARE MEDICAL CLINIC,EASTERN,MARSABIT,CENTRAL,MOUNTAIN,MARSABIT TOWNSHIP,DHMT,6,PRIV,c2e12a58-7d2a-480b-9111-19a8107f96ef
37.983,2.331,IS MEDICAL CLINIC,EASTERN,MARSABIT,CENTRAL,MOUNTAIN,MARSABIT TOWNSHIP,DHMT,6,PRIV,8ba9a792-9f68-4c93-856c-a7b90a5968e1
37.983,2.331,MARSABIT MEDICAL CLINIC,EASTERN,MARSABIT,CENTRAL,MOUNTAIN,MARSABIT TOWNSHIP,DHMT,6,PRIV,7a440f72-9e98-485b-b4be-8741a9672c73
34.38,0.26,LUANDA CLINIC,NYANZA,SIAYA,UGUNJA,NORTH UHOLO,TINGARE WEST,ILRI MKT CENTRE,6,PRIV,b051f16d-4e80-4a80-b5ae-b4139edd016a
37.983,2.331,MOUNTAIN MEDICAL CLINIC,EASTERN,MARSABIT,CENTRAL,MOUNTAIN,MARSABIT TOWNSHIP,DHMT,6,PRIV,23e08bf9-ed49-4a94-b3b9-d1a8913b1c49
34.4337,0.088545,MEDIFAIT HEALTH CLINIC,NYANZA,SIAYA,YALA,NORTH GEM,LUNDHA,CDC PROJECT,6,PRIV,0d0f66e2-d9d0-4d6d-925b-db28372cda09
37.983,2.331,SAKUU CLINIC,EASTERN,MARSABIT,CENTRAL,MOUNTAIN,MARSABIT TOWNSHIP,DHMT,6,PRIV,4bbec1d3-ec83-44fa-a35c-8e250e93a4ed
34.419575,-0.058003,MIRIRIERI CLINIC,NYANZA,SIAYA,WAGAI,S.WEST GEM,KANYADET,ILRI MKT CENTRE,6,PRIV,e9b68737-3915-4f3a-bcbd-26d79a2feeb0
37.7351,-0.77,GITARU DISP,EASTERN,MBEERE,GACHOKA,MAVURIA,GICHICHE(MBEERE),DSA/DFH(MOH)-UNFPA REPORT,4,PRIV,d6362bcb-0dbf-46ad-8b98-475bf48fde34
34.35,0.03,RAGENG'NI CLINIC,NYANZA,SIAYA,KAREMO,S.E.ALEGO,MUR NGIYA,ILRI VILLAGES,6,PRIV,2c7a055e-8354-488c-9a70-cd2f96c5a053
37.8747,-0.587199,KIAMBERE DAM DISP,EASTERN,MBEERE,EVURORE,NDURUMORI,IRIA-ITUNE,DSA/DFH(MOH)-UNFPA REPORT,4,PRIV,e249c8e9-6f34-4904-be34-7625c6ca30a5
34.4917,-0.0226,SAGAM COMMUNITY HOSPITAL,NYANZA,SIAYA,WAGAI,SOUTH GEM,ONYINYORE,HD MAPS,5,PRIV,c0e77a61-c282-4f66-99c1-641d928362bb
37.648665,-0.565346,MRS JACINTA NYAGA CLINIC,EASTERN,MBEERE,SIAKAGO,NTHAWA,SIAKAGO,SUBLOC CENTROID,6,PRIV,e9178944-4583-4b3c-ba87-3399b4b94392
34.246,0.0671,SIAYA MEDICAL CENTRE HOSPITAL,NYANZA,SIAYA,BORO,CENTRAL ALEGO,OJWANDO 'A',HD MAPS,5,PRIV,d0235523-2eb0-4f92-aeb1-2467ca8ea42b
37.64201,-0.588876,MRS MAGGIE NAMU CLINIC,EASTERN,MBEERE,SIAKAGO,NTHAWA,SIAKAGO,ILRI MKT CENTRE,6,PRIV,5e0f3f6d-9005-47d1-a671-420e14860e19
34.305982,0.180781,UGUNJA MEDICAL CENTRE AND LABORATORY SERVICES,NYANZA,SIAYA,UGUNJA,WEST UHOLO,UGUNJA,SUBLOC CENTROID,6,PRIV,cef29e35-c0e4-4237-8fff-9870e1fb7fbe
37.53,-0.62,UTUGI DISP,EASTERN,MBEERE,GACHOKA,MBETI SOUTH,GACHOKA,ILRI VILLAGES,4,PRIV,06b59a24-88fe-4a2a-b0cd-9916f771842a
34.11,0.11,USIGU HEALTH CENTRE,NYANZA,SIAYA,URANGA,USONGA,NYADORERA 'A',ILRI VILLAGES,6,PRIV,05db3895-3a3d-48ab-bf7f-74a43359f0dd
37.485872,-0.717637,YORDER FARM DISP,EASTERN,MBEERE,GACHOKA,MBETI SOUTH,GACHURIRI,DSA/DFH(MOH)-UNFPA REPORT,4,PRIV,382233ba-857f-4192-91f0-1ffb110db68a
34.537048,0.099829,YALA HEALTHCARE,NYANZA,SIAYA,YALA,YALA TOWNSHIP,SAURI,ILRI MKT CENTRE,6,PRIV,6d5a1b60-06fd-4ec3-bcee-2f8ce388de2e
39.0536,3.492185,MOYALE MEDICAL CLINC,EASTERN,MOYALE,CENTRAL,BUTIYE,BUTIYE,ILRI MKT CENTRE,6,PRIV,6b8f29c3-4da0-40ac-858e-1cc8ee98d14f
34.200002,-0.409703,AKUKU'S CLINIC,NYANZA,SUBA,MBITA,RUSINGA EAST,WAWARE NORTH,DHMT,6,PRIV,dc22727e-4db3-4124-9840-9e36ea5f8ee4
39.067135,3.495021,MUSLEM MED CLINIC,EASTERN,MOYALE,CENTRAL,BUTIYE,GOROMUDA,ILRI TOWNS,6,PRIV,70832a5c-a4bc-4d40-a1ac-6be3e2e2ae5c
34.28739,-0.475225,LOSERA  CLINIC,NYANZA,SUBA,MBITA,GEMBE WEST,KASGUNGA EAST,DHMT,6,PRIV,566eeca8-b80f-4f26-80e6-5c189b565e33
38.0123,-1.141497,BARAKA MEDICAL SERVICES,EASTERN,MWINGI,MIGWANI,MIGWANI,NZAUNI,ILRI MKT CENTRE,6,PRIV,0a39ae10-ef8f-4041-80b7-f6967830fcc7
